ctcf	sequence	type
MACS_peak_13847	ENSG00000170044	gene
MACS_peak_13867	ENSG00000170017	gene
MACS_peak_13868	ENSG00000170017	gene
MACS_peak_13870	ENSG00000114423	gene
MACS_peak_13885	ENSG00000114439	gene
MACS_peak_13886	ENSG00000114439	gene
MACS_peak_13887	ENSG00000114439	gene
MACS_peak_13888	ENSG00000114439	gene
MACS_peak_13889	ENSG00000114439	gene
MACS_peak_13890	ENSG00000114439	gene
MACS_peak_13891	ENSG00000114439	gene
MACS_peak_13892	ENSG00000114439	gene
MACS_peak_13896	ENSG00000114446	gene
MACS_peak_13898	ENSG00000114455	gene
MACS_peak_13900	ENSG00000144821	gene
MACS_peak_13902	ENSG00000198919	gene
MACS_peak_13903	ENSG00000198919	gene
MACS_peak_13904	ENSG00000163515	gene
MACS_peak_13906	ENSG00000114487	gene
MACS_peak_13910	ENSG00000121570	gene
MACS_peak_13925	ENSG00000177707	gene
MACS_peak_13926	ENSG00000177707	gene
MACS_peak_13927	ENSG00000153283	gene
MACS_peak_13929	ENSG00000240891	gene
MACS_peak_13929	ENSG00000144824	gene
MACS_peak_13931	ENSG00000172139	gene
MACS_peak_13932	ENSG00000172139	gene
MACS_peak_13933	ENSG00000172139	gene
MACS_peak_13942	ENSG00000206530	gene
MACS_peak_13943	ENSG00000072858	gene
MACS_peak_13944	ENSG00000072858	gene
MACS_peak_13945	ENSG00000121579	gene
MACS_peak_13946	ENSG00000114573	gene
MACS_peak_13947	ENSG00000178075	gene
MACS_peak_13948	ENSG00000178075	gene
MACS_peak_13949	ENSG00000178075	gene
MACS_peak_13950	ENSG00000163617	gene
MACS_peak_13951	ENSG00000163617	gene
MACS_peak_13951	ENSG00000151576	gene
MACS_peak_13952	ENSG00000151577	gene
MACS_peak_13953	ENSG00000181722	gene
MACS_peak_13954	ENSG00000181722	gene
MACS_peak_13955	ENSG00000181722	gene
MACS_peak_13956	ENSG00000181722	gene
MACS_peak_13957	ENSG00000181722	gene
MACS_peak_13958	ENSG00000181722	gene
MACS_peak_13963	ENSG00000172020	gene
MACS_peak_13964	ENSG00000172020	gene
MACS_peak_13966	ENSG00000185565	gene
MACS_peak_13967	ENSG00000185565	gene
MACS_peak_13968	ENSG00000185565	gene
MACS_peak_13969	ENSG00000185565	gene
MACS_peak_13970	ENSG00000185565	gene
MACS_peak_13971	ENSG00000185565	gene
MACS_peak_13972	ENSG00000185565	gene
MACS_peak_13973	ENSG00000185565	gene
MACS_peak_13984	ENSG00000144847	gene
MACS_peak_13985	ENSG00000144847	gene
MACS_peak_13986	ENSG00000031081	gene
MACS_peak_13989	ENSG00000082701	gene
MACS_peak_13990	ENSG00000082701	gene
MACS_peak_13992	ENSG00000175697	gene
MACS_peak_13993	ENSG00000175697	gene
MACS_peak_13999	ENSG00000144840	gene
MACS_peak_14000	ENSG00000144840	gene
MACS_peak_14003	ENSG00000145087	gene
MACS_peak_14004	ENSG00000145087	gene
MACS_peak_14005	ENSG00000145087	gene
MACS_peak_14006	ENSG00000145087	gene
MACS_peak_14007	ENSG00000051341	gene
MACS_peak_14010	ENSG00000145103	gene
MACS_peak_14011	ENSG00000145103	gene
MACS_peak_14012	ENSG00000114013	gene
MACS_peak_14013	ENSG00000114013	gene
MACS_peak_14016	ENSG00000036828	gene
MACS_peak_14018	ENSG00000114023	gene
MACS_peak_14019	ENSG00000169087	gene
MACS_peak_14021	ENSG00000082684	gene
MACS_peak_14022	ENSG00000121542	gene
MACS_peak_14023	ENSG00000121542	gene
MACS_peak_14024	ENSG00000173175	gene
MACS_peak_14025	ENSG00000206527	gene
MACS_peak_14026	ENSG00000206527	gene
MACS_peak_14028	ENSG00000065534	gene
MACS_peak_14029	ENSG00000065534	gene
MACS_peak_14030	ENSG00000065371	gene
MACS_peak_14032	ENSG00000160145	gene
MACS_peak_14033	ENSG00000160145	gene
MACS_peak_14035	ENSG00000160145	gene
MACS_peak_14036	ENSG00000082781	gene
MACS_peak_14037	ENSG00000173702	gene
MACS_peak_14038	ENSG00000173706	gene
MACS_peak_14039	ENSG00000163848	gene
MACS_peak_14040	ENSG00000114520	gene
MACS_peak_14049	ENSG00000114547	gene
MACS_peak_14050	ENSG00000114544	gene
MACS_peak_14051	ENSG00000144908	gene
MACS_peak_14058	ENSG00000197763	gene
MACS_peak_14062	ENSG00000163870	gene
MACS_peak_14063	ENSG00000074416	gene
MACS_peak_14064	ENSG00000074416	gene
MACS_peak_14065	ENSG00000175792	gene
MACS_peak_14066	ENSG00000175792	gene
MACS_peak_14067	ENSG00000132394	gene
MACS_peak_14071	ENSG00000075785	gene
MACS_peak_14075	ENSG00000172765	gene
MACS_peak_14076	ENSG00000172765	gene
MACS_peak_14077	ENSG00000172765	gene
MACS_peak_14080	ENSG00000251287	gene
MACS_peak_14084	ENSG00000196455	gene
MACS_peak_14085	ENSG00000196455	gene
MACS_peak_14087	ENSG00000114670	gene
MACS_peak_14089	ENSG00000114670	gene
MACS_peak_14092	ENSG00000114686	gene
MACS_peak_14093	ENSG00000114686	gene
MACS_peak_14095	ENSG00000196353	gene
MACS_peak_14097	ENSG00000196353	gene
MACS_peak_14098	ENSG00000196353	gene
MACS_peak_14099	ENSG00000196353	gene
MACS_peak_14100	ENSG00000196353	gene
MACS_peak_14101	ENSG00000014257	gene
MACS_peak_14104	ENSG00000138246	gene
MACS_peak_14105	ENSG00000138246	gene
MACS_peak_14106	ENSG00000240303	gene
MACS_peak_14106	ENSG00000274810	gene
MACS_peak_14106	ENSG00000081307	gene
MACS_peak_14109	ENSG00000144868	gene
MACS_peak_14110	ENSG00000144868	gene
MACS_peak_14111	ENSG00000144868	gene
MACS_peak_14112	ENSG00000144868	gene
MACS_peak_14113	ENSG00000144868	gene
MACS_peak_14114	ENSG00000144868	gene
MACS_peak_14115	ENSG00000144868	gene
MACS_peak_14116	ENSG00000170819	gene
MACS_peak_14117	ENSG00000170819	gene
MACS_peak_14122	ENSG00000163785	gene
MACS_peak_14123	ENSG00000163785	gene
MACS_peak_14125	ENSG00000182923	gene
MACS_peak_14126	ENSG00000182923	gene
MACS_peak_14127	ENSG00000154928	gene
MACS_peak_14127	ENSG00000174611	gene
MACS_peak_14128	ENSG00000154928	gene
MACS_peak_14129	ENSG00000154928	gene
MACS_peak_14139	ENSG00000073711	gene
MACS_peak_14140	ENSG00000073711	gene
MACS_peak_14141	ENSG00000073711	gene
MACS_peak_14142	ENSG00000073711	gene
MACS_peak_14144	ENSG00000114054	gene
MACS_peak_14145	ENSG00000114054	gene
MACS_peak_14146	ENSG00000114054	gene
MACS_peak_14147	ENSG00000118007	gene
MACS_peak_14148	ENSG00000118007	gene
MACS_peak_14149	ENSG00000118007	gene
MACS_peak_14150	ENSG00000118007	gene
MACS_peak_14151	ENSG00000118007	gene
MACS_peak_14152	ENSG00000118007	gene
MACS_peak_14153	ENSG00000118007	gene
MACS_peak_14155	ENSG00000174564	gene
MACS_peak_14171	ENSG00000158163	gene
MACS_peak_14172	ENSG00000114107	gene
MACS_peak_14173	ENSG00000114107	gene
MACS_peak_14175	ENSG00000051382	gene
MACS_peak_14178	ENSG00000175110	gene
MACS_peak_14179	ENSG00000175110	gene
MACS_peak_14180	ENSG00000184432	gene
MACS_peak_14181	ENSG00000163864	gene
MACS_peak_14182	ENSG00000163864	gene
MACS_peak_14183	ENSG00000163864	gene
MACS_peak_14185	ENSG00000158258	gene
MACS_peak_14186	ENSG00000158258	gene
MACS_peak_14187	ENSG00000158258	gene
MACS_peak_14188	ENSG00000158258	gene
MACS_peak_14192	ENSG00000175093	gene
MACS_peak_14193	ENSG00000155893	gene
MACS_peak_14194	ENSG00000155893	gene
MACS_peak_14195	ENSG00000155893	gene
MACS_peak_14196	ENSG00000155893	gene
MACS_peak_14196	ENSG00000177311	gene
MACS_peak_14197	ENSG00000155903	gene
MACS_peak_14198	ENSG00000155903	gene
MACS_peak_14199	ENSG00000155903	gene
MACS_peak_14200	ENSG00000114125	gene
MACS_peak_14200	ENSG00000285558	gene
MACS_peak_14201	ENSG00000069849	gene
MACS_peak_14202	ENSG00000114126	gene
MACS_peak_14204	ENSG00000114127	gene
MACS_peak_14205	ENSG00000120756	gene
MACS_peak_14207	ENSG00000163714	gene
MACS_peak_14209	ENSG00000181804	gene
MACS_peak_14210	ENSG00000181804	gene
MACS_peak_14211	ENSG00000181804	gene
MACS_peak_14212	ENSG00000181804	gene
MACS_peak_14213	ENSG00000181804	gene
MACS_peak_14214	ENSG00000181804	gene
MACS_peak_14218	ENSG00000181744	gene
MACS_peak_14235	ENSG00000231213	gene
MACS_peak_14260	ENSG00000144891	gene
MACS_peak_14264	ENSG00000071794	gene
MACS_peak_14267	ENSG00000169903	gene
MACS_peak_14268	ENSG00000169903	gene
MACS_peak_14269	ENSG00000018408	gene
MACS_peak_14270	ENSG00000018408	gene
MACS_peak_14271	ENSG00000018408	gene
MACS_peak_14272	ENSG00000018408	gene
MACS_peak_14273	ENSG00000206199	gene
MACS_peak_14274	ENSG00000206199	gene
MACS_peak_14275	ENSG00000206199	gene
MACS_peak_14276	ENSG00000206199	gene
MACS_peak_14277	ENSG00000206199	gene
MACS_peak_14277	ENSG00000082996	gene
MACS_peak_14278	ENSG00000206199	gene
MACS_peak_14278	ENSG00000082996	gene
MACS_peak_14279	ENSG00000070087	gene
MACS_peak_14282	ENSG00000196428	gene
MACS_peak_14285	ENSG00000198843	gene
MACS_peak_14288	ENSG00000260234	gene
MACS_peak_14289	ENSG00000144893	gene
MACS_peak_14290	ENSG00000144893	gene
MACS_peak_14291	ENSG00000144893	gene
MACS_peak_14291	ENSG00000174944	gene
MACS_peak_14292	ENSG00000144893	gene
MACS_peak_14292	ENSG00000174944	gene
MACS_peak_14293	ENSG00000144893	gene
MACS_peak_14295	ENSG00000144893	gene
MACS_peak_14295	ENSG00000152580	gene
MACS_peak_14296	ENSG00000152580	gene
MACS_peak_14300	ENSG00000152601	gene
MACS_peak_14323	ENSG00000114790	gene
MACS_peak_14324	ENSG00000174953	gene
MACS_peak_14325	ENSG00000174948	gene
MACS_peak_14332	ENSG00000196549	gene
MACS_peak_14335	ENSG00000196549	gene
MACS_peak_14336	ENSG00000196549	gene
MACS_peak_14339	ENSG00000114805	gene
MACS_peak_14340	ENSG00000114805	gene
MACS_peak_14341	ENSG00000114805	gene
MACS_peak_14342	ENSG00000114805	gene
MACS_peak_14347	ENSG00000169282	gene
MACS_peak_14348	ENSG00000169282	gene
MACS_peak_14350	ENSG00000169282	gene
MACS_peak_14351	ENSG00000114850	gene
MACS_peak_14356	ENSG00000197980	gene
MACS_peak_14357	ENSG00000197980	gene
MACS_peak_14358	ENSG00000197980	gene
MACS_peak_14359	ENSG00000197980	gene
MACS_peak_14363	ENSG00000197415	gene
MACS_peak_14364	ENSG00000197415	gene
MACS_peak_14365	ENSG00000174899	gene
MACS_peak_14373	ENSG00000174891	gene
MACS_peak_14374	ENSG00000174891	gene
MACS_peak_14375	ENSG00000174891	gene
MACS_peak_14376	ENSG00000174891	gene
MACS_peak_14377	ENSG00000174891	gene
MACS_peak_14378	ENSG00000174891	gene
MACS_peak_14379	ENSG00000174891	gene
MACS_peak_14380	ENSG00000174891	gene
MACS_peak_14381	ENSG00000174891	gene
MACS_peak_14384	ENSG00000168827	gene
MACS_peak_14385	ENSG00000118849	gene
MACS_peak_14386	ENSG00000118855	gene
MACS_peak_14387	ENSG00000283154	gene
MACS_peak_14387	ENSG00000214216	gene
MACS_peak_14389	ENSG00000283154	gene
MACS_peak_14390	ENSG00000283154	gene
MACS_peak_14391	ENSG00000283154	gene
MACS_peak_14392	ENSG00000283154	gene
MACS_peak_14402	ENSG00000163590	gene
MACS_peak_14403	ENSG00000163590	gene
MACS_peak_14404	ENSG00000163590	gene
MACS_peak_14405	ENSG00000163590	gene
MACS_peak_14406	ENSG00000163590	gene
MACS_peak_14407	ENSG00000169255	gene
MACS_peak_14408	ENSG00000169251	gene
MACS_peak_14409	ENSG00000169251	gene
MACS_peak_14446	ENSG00000090402	gene
MACS_peak_14468	ENSG00000169064	gene
MACS_peak_14470	ENSG00000174776	gene
MACS_peak_14472	ENSG00000114209	gene
MACS_peak_14473	ENSG00000163536	gene
MACS_peak_14475	ENSG00000173905	gene
MACS_peak_14476	ENSG00000173905	gene
MACS_peak_14491	ENSG00000085276	gene
MACS_peak_14492	ENSG00000085276	gene
MACS_peak_14493	ENSG00000085276	gene
MACS_peak_14494	ENSG00000085276	gene
MACS_peak_14495	ENSG00000085276	gene
MACS_peak_14496	ENSG00000085276	gene
MACS_peak_14497	ENSG00000085276	gene
MACS_peak_14498	ENSG00000085276	gene
MACS_peak_14507	ENSG00000136603	gene
MACS_peak_14511	ENSG00000013297	gene
MACS_peak_14511	ENSG00000285218	gene
MACS_peak_14512	ENSG00000285218	gene
MACS_peak_14512	ENSG00000013293	gene
MACS_peak_14513	ENSG00000285218	gene
MACS_peak_14515	ENSG00000285218	gene
MACS_peak_14516	ENSG00000285218	gene
MACS_peak_14517	ENSG00000285218	gene
MACS_peak_14518	ENSG00000285218	gene
MACS_peak_14521	ENSG00000154310	gene
MACS_peak_14524	ENSG00000075651	gene
MACS_peak_14525	ENSG00000075651	gene
MACS_peak_14526	ENSG00000075651	gene
MACS_peak_14527	ENSG00000075651	gene
MACS_peak_14528	ENSG00000075651	gene
MACS_peak_14529	ENSG00000075651	gene
MACS_peak_14532	ENSG00000075420	gene
MACS_peak_14536	ENSG00000144959	gene
MACS_peak_14537	ENSG00000144962	gene
MACS_peak_14538	ENSG00000144962	gene
MACS_peak_14540	ENSG00000169760	gene
MACS_peak_14541	ENSG00000169760	gene
MACS_peak_14542	ENSG00000169760	gene
MACS_peak_14543	ENSG00000169760	gene
MACS_peak_14544	ENSG00000169760	gene
MACS_peak_14545	ENSG00000169760	gene
MACS_peak_14546	ENSG00000169760	gene
MACS_peak_14547	ENSG00000169760	gene
MACS_peak_14548	ENSG00000169760	gene
MACS_peak_14550	ENSG00000177694	gene
MACS_peak_14553	ENSG00000177694	gene
MACS_peak_14554	ENSG00000177694	gene
MACS_peak_14555	ENSG00000177694	gene
MACS_peak_14556	ENSG00000177694	gene
MACS_peak_14557	ENSG00000177694	gene
MACS_peak_14558	ENSG00000177694	gene
MACS_peak_14559	ENSG00000177694	gene
MACS_peak_14578	ENSG00000197584	gene
MACS_peak_14578	ENSG00000275163	gene
MACS_peak_14579	ENSG00000197584	gene
MACS_peak_14579	ENSG00000275163	gene
MACS_peak_14583	ENSG00000171109	gene
MACS_peak_14585	ENSG00000136521	gene
MACS_peak_14586	ENSG00000058056	gene
MACS_peak_14588	ENSG00000114757	gene
MACS_peak_14589	ENSG00000114757	gene
MACS_peak_14590	ENSG00000114757	gene
MACS_peak_14602	ENSG00000145075	gene
MACS_peak_14603	ENSG00000145075	gene
MACS_peak_14604	ENSG00000114416	gene
MACS_peak_14612	ENSG00000078070	gene
MACS_peak_14614	ENSG00000053524	gene
MACS_peak_14615	ENSG00000053524	gene
MACS_peak_14616	ENSG00000053524	gene
MACS_peak_14618	ENSG00000163872	gene
MACS_peak_14623	ENSG00000161202	gene
MACS_peak_14625	ENSG00000284753	gene
MACS_peak_14625	ENSG00000284917	gene
MACS_peak_14633	ENSG00000113790	gene
MACS_peak_14637	ENSG00000163904	gene
MACS_peak_14638	ENSG00000073792	gene
MACS_peak_14642	ENSG00000213139	gene
MACS_peak_14643	ENSG00000145192	gene
MACS_peak_14647	ENSG00000073849	gene
MACS_peak_14648	ENSG00000073849	gene
MACS_peak_14649	ENSG00000127241	gene
MACS_peak_14659	ENSG00000145012	gene
MACS_peak_14661	ENSG00000145012	gene
MACS_peak_14662	ENSG00000145012	gene
MACS_peak_14663	ENSG00000145012	gene
MACS_peak_14664	ENSG00000145012	gene
MACS_peak_14665	ENSG00000145012	gene
MACS_peak_14666	ENSG00000145012	gene
MACS_peak_14667	ENSG00000145012	gene
MACS_peak_14668	ENSG00000145012	gene
MACS_peak_14670	ENSG00000145012	gene
MACS_peak_14671	ENSG00000188001	gene
MACS_peak_14672	ENSG00000188001	gene
MACS_peak_14676	ENSG00000073282	gene
MACS_peak_14677	ENSG00000090530	gene
MACS_peak_14678	ENSG00000090530	gene
MACS_peak_14685	ENSG00000205835	gene
MACS_peak_14686	ENSG00000205835	gene
MACS_peak_14687	ENSG00000188729	gene
MACS_peak_14695	ENSG00000114279	gene
MACS_peak_14696	ENSG00000114279	gene
MACS_peak_14697	ENSG00000114279	gene
MACS_peak_14698	ENSG00000114279	gene
MACS_peak_14699	ENSG00000114279	gene
MACS_peak_14700	ENSG00000114279	gene
MACS_peak_14704	ENSG00000127249	gene
MACS_peak_14705	ENSG00000198836	gene
MACS_peak_14709	ENSG00000178772	gene
MACS_peak_14710	ENSG00000133657	gene
MACS_peak_14711	ENSG00000145014	gene
MACS_peak_14714	ENSG00000173950	gene
MACS_peak_14715	ENSG00000114331	gene
MACS_peak_14717	ENSG00000184203	gene
MACS_peak_14724	ENSG00000072274	gene
MACS_peak_14727	ENSG00000163964	gene
MACS_peak_14728	ENSG00000180370	gene
MACS_peak_14730	ENSG00000119231	gene
MACS_peak_14731	ENSG00000075711	gene
MACS_peak_14732	ENSG00000075711	gene
MACS_peak_14734	ENSG00000161267	gene
MACS_peak_14737	ENSG00000186001	gene
MACS_peak_14738	ENSG00000114473	gene
MACS_peak_14739	ENSG00000185621	gene
MACS_peak_12966	ENSG00000234661	other
MACS_peak_12971	ENSG00000224957	other
MACS_peak_12972	ENSG00000224957	other
MACS_peak_12973	ENSG00000224957	other
MACS_peak_12994	ENSG00000223727	other
MACS_peak_12995	ENSG00000223727	other
MACS_peak_13012	ENSG00000235978	other
MACS_peak_13013	ENSG00000235831	other
MACS_peak_13014	ENSG00000235831	other
MACS_peak_13016	ENSG00000233912	other
MACS_peak_13023	ENSG00000226022	other
MACS_peak_13024	ENSG00000226022	other
MACS_peak_13027	ENSG00000189229	other
MACS_peak_13028	ENSG00000226258	other
MACS_peak_13034	ENSG00000228351	other
MACS_peak_13034	ENSG00000227110	other
MACS_peak_13035	ENSG00000227110	other
MACS_peak_13036	ENSG00000227110	other
MACS_peak_13037	ENSG00000227110	other
MACS_peak_13038	ENSG00000227110	other
MACS_peak_13039	ENSG00000227110	other
MACS_peak_13040	ENSG00000215160	other
MACS_peak_13046	ENSG00000254485	other
MACS_peak_13081	ENSG00000224514	other
MACS_peak_13082	ENSG00000224514	other
MACS_peak_13083	ENSG00000224514	other
MACS_peak_13084	ENSG00000180438	other
MACS_peak_13085	ENSG00000180438	other
MACS_peak_13086	ENSG00000180438	other
MACS_peak_13094	ENSG00000225733	other
MACS_peak_13098	ENSG00000230524	other
MACS_peak_13141	ENSG00000228956	other
MACS_peak_13166	ENSG00000231304	other
MACS_peak_13168	ENSG00000231304	other
MACS_peak_13169	ENSG00000231304	other
MACS_peak_13170	ENSG00000282987	other
MACS_peak_13170	ENSG00000231304	other
MACS_peak_13172	ENSG00000282987	other
MACS_peak_13173	ENSG00000282987	other
MACS_peak_13209	ENSG00000228791	other
MACS_peak_13211	ENSG00000237838	other
MACS_peak_13235	ENSG00000225548	other
MACS_peak_13236	ENSG00000225548	other
MACS_peak_13248	ENSG00000203506	other
MACS_peak_13269	ENSG00000251224	other
MACS_peak_13278	ENSG00000226320	other
MACS_peak_13279	ENSG00000226320	other
MACS_peak_13299	ENSG00000231382	other
MACS_peak_13324	ENSG00000223797	other
MACS_peak_13325	ENSG00000223797	other
MACS_peak_13327	ENSG00000231873	other
MACS_peak_13339	ENSG00000235288	other
MACS_peak_13340	ENSG00000273328	other
MACS_peak_13340	ENSG00000235288	other
MACS_peak_13355	ENSG00000223552	other
MACS_peak_13404	ENSG00000240198	other
MACS_peak_13419	ENSG00000242428	other
MACS_peak_13420	ENSG00000242428	other
MACS_peak_13421	ENSG00000242428	other
MACS_peak_13422	ENSG00000242428	other
MACS_peak_13426	ENSG00000242545	other
MACS_peak_13446	ENSG00000241472	other
MACS_peak_13447	ENSG00000241472	other
MACS_peak_13458	ENSG00000244342	other
MACS_peak_13459	ENSG00000244342	other
MACS_peak_13473	ENSG00000241359	other
MACS_peak_13474	ENSG00000241359	other
MACS_peak_13479	ENSG00000224479	other
MACS_peak_13482	ENSG00000224479	other
MACS_peak_13485	ENSG00000285399	other
MACS_peak_13489	ENSG00000243410	other
MACS_peak_13497	ENSG00000241111	other
MACS_peak_13524	ENSG00000241158	other
MACS_peak_13525	ENSG00000241158	other
MACS_peak_13527	ENSG00000241158	other
MACS_peak_13528	ENSG00000241158	other
MACS_peak_13532	ENSG00000241684	other
MACS_peak_13533	ENSG00000241684	other
MACS_peak_13534	ENSG00000241684	other
MACS_peak_13535	ENSG00000241684	other
MACS_peak_13537	ENSG00000241684	other
MACS_peak_13538	ENSG00000241684	other
MACS_peak_13541	ENSG00000241684	other
MACS_peak_13542	ENSG00000241684	other
MACS_peak_13543	ENSG00000241684	other
MACS_peak_13544	ENSG00000241684	other
MACS_peak_13545	ENSG00000241684	other
MACS_peak_13579	ENSG00000240405	other
MACS_peak_13580	ENSG00000240405	other
MACS_peak_13581	ENSG00000240405	other
MACS_peak_13582	ENSG00000240405	other
MACS_peak_13583	ENSG00000240405	other
MACS_peak_13584	ENSG00000240405	other
MACS_peak_13588	ENSG00000241163	other
MACS_peak_13596	ENSG00000242741	other
MACS_peak_13597	ENSG00000242741	other
MACS_peak_13606	ENSG00000244026	other
MACS_peak_13607	ENSG00000244026	other
MACS_peak_13630	ENSG00000244461	other
MACS_peak_13635	ENSG00000240241	other
MACS_peak_13658	ENSG00000242828	other
MACS_peak_13658	ENSG00000242781	other
MACS_peak_13665	ENSG00000243694	other
MACS_peak_13666	ENSG00000243694	other
MACS_peak_13675	ENSG00000242009	other
MACS_peak_13676	ENSG00000242009	other
MACS_peak_13677	ENSG00000239440	other
MACS_peak_13678	ENSG00000239440	other
MACS_peak_13679	ENSG00000239440	other
MACS_peak_13680	ENSG00000239440	other
MACS_peak_13682	ENSG00000239440	other
MACS_peak_13684	ENSG00000239440	other
MACS_peak_13685	ENSG00000239440	other
MACS_peak_13699	ENSG00000242641	other
MACS_peak_13700	ENSG00000242641	other
MACS_peak_13701	ENSG00000242641	other
MACS_peak_13702	ENSG00000242339	other
MACS_peak_13714	ENSG00000281392	other
MACS_peak_13724	ENSG00000239572	other
MACS_peak_13787	ENSG00000239589	other
MACS_peak_13810	ENSG00000251088	other
MACS_peak_13815	ENSG00000239462	other
MACS_peak_13829	ENSG00000235156	other
MACS_peak_13849	ENSG00000241754	other
MACS_peak_13879	ENSG00000242759	other
MACS_peak_13880	ENSG00000242759	other
MACS_peak_13881	ENSG00000242759	other
MACS_peak_13883	ENSG00000242759	other
MACS_peak_13884	ENSG00000243701	other
MACS_peak_13884	ENSG00000239828	other
MACS_peak_13894	ENSG00000240423	other
MACS_peak_13908	ENSG00000214381	other
MACS_peak_13911	ENSG00000228980	other
MACS_peak_13913	ENSG00000242029	other
MACS_peak_13919	ENSG00000206532	other
MACS_peak_13920	ENSG00000242242	other
MACS_peak_13921	ENSG00000242242	other
MACS_peak_13923	ENSG00000242242	other
MACS_peak_13924	ENSG00000242242	other
MACS_peak_13941	ENSG00000240057	other
MACS_peak_13953	ENSG00000241560	other
MACS_peak_13954	ENSG00000242290	other
MACS_peak_13959	ENSG00000242880	other
MACS_peak_13975	ENSG00000239268	other
MACS_peak_13976	ENSG00000239268	other
MACS_peak_13977	ENSG00000239268	other
MACS_peak_13978	ENSG00000243276	other
MACS_peak_13979	ENSG00000243276	other
MACS_peak_13980	ENSG00000243276	other
MACS_peak_13982	ENSG00000243276	other
MACS_peak_13994	ENSG00000240661	other
MACS_peak_14043	ENSG00000284624	other
MACS_peak_14043	ENSG00000272840	other
MACS_peak_14044	ENSG00000241288	other
MACS_peak_14044	ENSG00000241278	other
MACS_peak_14045	ENSG00000171084	other
MACS_peak_14046	ENSG00000171084	other
MACS_peak_14052	ENSG00000246022	other
MACS_peak_14087	ENSG00000250129	other
MACS_peak_14089	ENSG00000250608	other
MACS_peak_14107	ENSG00000248724	other
MACS_peak_14119	ENSG00000242337	other
MACS_peak_14120	ENSG00000242337	other
