Gene Symbol	Gene ID	Cytoband
RASL11B	65997	4q12
SCFD2	152579	4q12
FIP1L1	81608	4q12
LNX1	84708	4q12
LNX1-AS1	100873939	4q12
LNX1-AS2	100873955	4q12
LOC100506444	100506444	4q12
RPL21P44	402176	4q12
CHIC2	26511	4q12
GSX2	170825	4q12
PDGFRA	5156	4q12
LOC339978	339978	4q12
KIT	3815	4q12
KDR	3791	4q12
SRD5A3	79644	4q12
SRD5A3-AS1	100506462	4q12
TMEM165	55858	4q12
CLOCK	9575	4q12
PDCL2	132954	4q12
NMU	10874	4q12
LOC644145	644145	4q12
EXOC1	55763	4q12
CEP135	9662	4q12
MIR7641-2|chr4	102465753	4q12
KIAA1211	57482	4q12
AASDH	132949	4q12
PPAT	5471	4q12
PAICS	10606	4q12
SRP72	6731	4q12
ARL9	132946	4q12
THEGL	100506564	4q12
HOPX	84525	4q12
SPINK2	6691	4q12
REST	5978	4q12
NOA1	84273	4q12
POLR2B	5431	4q12
IGFBP7	3490	4q12
IGFBP7-AS1	255130	4q12
LOC101928851	101928851	4q12
LOC105377671	105377671	4q13.1
LOC105377247	105377247	4q13.1
LOC105377245	105377245	4q13.1
MIR548AG1	100616450	4q13.1
ADGRL3	23284	4q13.1
ADGRL3-AS1	101927186	4q13.1
TECRL	253017	4q13.1
LOC401134	401134	4q13.1
EPHA5	2044	4q13.1
EPHA5-AS1	100144602	4q13.2
MIR1269A	100302177	4q13.2
LOC101927237	101927237	4q13.2
CENPC	1060	4q13.2
STAP1	26228	4q13.2
UBA6	55236	4q13.2
UBA6-AS1	550112	4q13.2
GNRHR	2798	4q13.2
TMPRSS11D	9407	4q13.2
TMPRSS11A	339967	4q13.2
LOC550113	550113	4q13.2
SYT14P1	401135	4q13.2
TMPRSS11F	389208	4q13.2
TMPRSS11GP	644759	4q13.2
FTLP10	100130017	4q13.2
TMPRSS11BNL	401136	4q13.2
TMPRSS11B	132724	4q13.2
YTHDC1	91746	4q13.2
LOC105377267	105377267	4q13.2
TMPRSS11E	28983	4q13.2
UGT2A3	79799	4q13.2
UGT2B10	7365	4q13.2
UGT2B11	10720	4q13.2
UGT2B15	7366	4q13.2
UGT2B17	7367	4q13.2
UGT2B28	54490	4q13.2
UGT2B7	7364	4q13.2
UGT2B4	7363	4q13.3
UGT2A1	10941	4q13.3
UGT2A2	574537	4q13.3
SULT1B1	27284	4q13.3
SULT1E1	6783	4q13.3
CSN1S1	1446	4q13.3
CSN2	1447	4q13.3
STATH	6779	4q13.3
HTN3	3347	4q13.3
HTN1	3346	4q13.3
CSN1S2AP	286828	4q13.3
CSN1S2BP	100337616	4q13.3
PRR27	401137	4q13.3
ODAM	54959	4q13.3
FDCSP	260436	4q13.3
CSN3	1448	4q13.3
CABS1	85438	4q13.3
SMR3A	26952	4q13.3
SMR3B	10879	4q13.3
OPRPN	58503	4q13.3
MUC7	4589	4q13.3
AMTN	401138	4q13.3
AMBN	258	4q13.3
ENAM	10117	4q13.3
JCHAIN	3512	4q13.3
UTP3	57050	4q13.3
RUFY3	22902	4q13.3
GRSF1	2926	4q13.3
MOB1B	92597	4q13.3
DCK	1633	4q13.3
SLC4A4	8671	4q13.3
GC	2638	4q13.3
NPFFR2	10886	4q13.3
ADAMTS3	9508	4q13.3
COX18	285521	4q13.3
ANKRD17	26057	4q13.3
ALB	213	4q13.3
AFP	174	4q13.3
AFM	173	4q13.3
LOC728040	728040	4q13.3
RASSF6	166824	4q13.3
CXCL8	3576	4q13.3
CXCL6	6372	4q13.3
PF4V1	5197	4q13.3
CXCL1	2919	4q13.3
PF4	5196	4q13.3
PPBP	5473	4q13.3
CXCL5	6374	4q13.3
CXCL3	2921	4q13.3
PPBPP2	10895	4q13.3
CXCL2	2920	4q13.3
MTHFD2L	441024	4q13.3
EPGN	255324	4q13.3
EREG	2069	4q13.3
AREG	374	4q13.3
BTC	685	4q13.3
PARM1	25849	4q13.3
LOC100507388	100507388	4q13.3
LOC441025	441025	4q21.1
RCHY1	25898	4q21.1
THAP6	152815	4q21.1
C4orf26	152816	4q21.1
CDKL2	8999	4q21.1
G3BP2	9908	4q21.1
USO1	8615	4q21.1
PPEF2	5470	4q21.1
NAAA	27163	4q21.1
SDAD1	55153	4q21.1
LOC101928809	101928809	4q21.1
CXCL9	4283	4q21.1
ART3	419	4q21.1
CXCL10	3627	4q21.1
CXCL11	6373	4q21.1
NUP54	53371	4q21.1
SCARB2	950	4q21.1
FAM47E	100129583	4q21.1
FAM47E-STBD1	100631383	4q21.1
STBD1	8987	4q21.1
CCDC158	339965	4q21.1
SHROOM3	57619	4q21.1
MIR4450	100616299	4q21.1
MIR548AH	100616254	4q21.1
SOWAHB	345079	4q21.1
SEPT11	55752	4q21.1
CCNI	10983	4q21.1
CCNG2	901	4q21.1
CXCL13	10563	4q21.1
CNOT6L	246175	4q21.1
MRPL1	65008	4q21.1
FRAS1	80144	4q21.21
ANXA3	306	4q21.21
LINC01094	100505702	4q21.21
BMP2K	55589	4q21.21
MIR5096|chr4	100616427	4q21.21
PAQR3	152559	4q21.21
LINC01088	100505875	4q21.21
NAA11	84779	4q21.21
GK2	2712	4q21.21
LINC00989	100506035	4q21.21
PCAT4	118425	4q21.21
ANTXR2	118429	4q21.21
PRDM8	56978	4q21.21
FGF5	2250	4q21.21
C4orf22	255119	4q21.21
BMP3	651	4q21.21
PRKG2	5593	4q21.21
LOC101928942	101928942	4q21.21
RASGEF1B	153020	4q21.21
HNRNPD	3184	4q21.22
HNRNPDL	9987	4q21.22
ENOPH1	58478	4q21.22
TMEM150C	441027	4q21.22
LINC00575	439934	4q21.22
SCD5	79966	4q21.22
MIR575	693160	4q21.22
SEC31A	22872	4q21.22
THAP9-AS1	100499177	4q21.22
SNORD143	106633808	4q21.22
SNORD144	106633809	4q21.22
THAP9	79725	4q21.22
LIN54	132660	4q21.22
COPS4	51138	4q21.22
PLAC8	51316	4q21.22
COQ2	27235	4q21.23
HPSE	10855	4q21.23
HELQ	113510	4q21.23
MRPS18C	51023	4q21.23
FAM175A	84142	4q21.23
GPAT3	84803	4q21.23
LOC101928978	101928978	4q21.23
NKX6-1	4825	4q21.23
CDS1	1040	4q21.23
WDFY3	23001	4q21.23
WDFY3-AS2	404201	4q21.23
ARHGAP24	83478	4q21.23
MIR4451	100616349	4q21.23
MAPK10	5602	4q21.3
LOC101929064	101929064	4q21.3
MIR4452	100616463	4q21.3
PTPN13	5783	4q21.3
SLC10A6	345274	4q21.3
C4orf36	132989	4q21.3
LOC100506746	100506746	4q21.3
AFF1	4299	4q21.3
KLHL8	57563	4q22.1
MIR5705	100847027	4q22.1
HSD17B13	345275	4q22.1
HSD17B11	51170	4q22.1
NUDT9	53343	4q22.1
SPARCL1	8404	4q22.1
DSPP	1834	4q22.1
DMP1	1758	4q22.1
IBSP	3381	4q22.1
MEPE	56955	4q22.1
SPP1	6696	4q22.1
PKD2	5311	4q22.1
ABCG2	9429	4q22.1
PPM1K	152926	4q22.1
LOC105369192	105369192	4q22.1
HERC6	55008	4q22.1
HERC5	51191	4q22.1
LOC101929134	101929134	4q22.1
PIGY	84992	4q22.1
HERC3	8916	4q22.1
NAP1L5	266812	4q22.1
FAM13A-AS1	285512	4q22.1
FAM13A	10144	4q22.1
TIGD2	166815	4q22.1
GPRIN3	285513	4q22.1
SNCA	6622	4q22.1
SNCA-AS1	644248	4q22.1
MMRN1	22915	4q22.1
CCSER1	401145	4q22.1
LOC101929194	101929194	4q22.1
GRID2	2895	4q22.1
ATOH1	474	4q22.2
LOC101929210	101929210	4q22.2
SMARCAD1	56916	4q22.3
HPGDS	27306	4q22.3
PDLIM5	10611	4q22.3
BMPR1B-AS1	100507012	4q22.3
BMPR1B	658	4q22.3
UNC5C	8633	4q22.3
PDHA2	5161	4q22.3
STPG2-AS1	101410545	4q22.3
STPG2	285555	4q22.3
RAP1GDS1	5910	4q23
TSPAN5	10098	4q23
EIF4E	1977	4q23
METAP1	23173	4q23
MIR3684	100500867	4q23
ADH5	128	4q23
LOC100507053	100507053	4q23
ADH4	127	4q23
PCNAP1	359806	4q23
ADH6	130	4q23
ADH1A	124	4q23
ADH1B	125	4q23
ADH1C	126	4q23
ADH7	131	4q23
C4orf17	84103	4q23
TRMT10A	93587	4q23
MTTP	4547	4q23
DAPP1	27071	4q23
LAMTOR3	8649	4q23
DNAJB14	79982	4q23
H2AFZ	3015	4q23
LOC256880	256880	4q23
DDIT4L	115265	4q24
LOC101929353	101929353	4q24
EMCN	51705	4q24
SNORA101A	107399301	4q24
LINC01216	100874275	4q24
PPP3CA	5530	4q24
MIR8066	102465868	4q24
MIR1255A	100302193	4q24
FLJ20021	90024	4q24
BANK1	55024	4q24
SLC39A8	64116	4q24
LOC105377621	105377621	4q24
NFKB1	4790	4q24
MANBA	4126	4q24
LOC102723704	102723704	4q24
UBE2D3	7323	4q24
LOC105377348	105377348	4q24
CISD2	493856	4q24
SLC9B1	150159	4q24
SLC9B2	133308	4q24
BDH2	56898	4q24
CENPE	1062	4q24
LOC101929448	101929448	4q24
TACR3	6870	4q24
CXXC4	80319	4q24
LOC101929468	101929468	4q24
TET2	54790	4q24
TET2-AS1	104384744	4q24
PPA2	27068	4q24
ARHGEF38	54848	4q24
ARHGEF38-IT1	100874374	4q24
INTS12	57117	4q24
GSTCD	79807	4q24
LOC101929529	101929529	4q24
NPNT	255743	4q24
LOC101929577	101929577	4q24
TBCK	93627	4q24
AIMP1	9255	4q24
GIMD1	100507096	4q24
DKK2	27123	4q25
PAPSS1	9061	4q25
SGMS2	166929	4q25
LOC101929595	101929595	4q25
CYP2U1	113612	4q25
HADH	3033	4q25
LEF1	51176	4q25
LEF1-AS1	641518	4q25
RPL34-AS1	285456	4q25
LOC101929621	101929621	4q25
RPL34	6164	4q25
OSTC	58505	4q25
ETNPPL	64850	4q25
COL25A1	84570	4q25
SEC24B-AS1	100533182	4q25
SEC24B	10427	4q25
MIR576	693161	4q25
MCUB	55013	4q25
CASP6	839	4q25
PLA2G12A	81579	4q25
CFI	3426	4q25
GAR1	54433	4q25
RRH	10692	4q25
LRIT3	345193	4q25
EGF	1950	4q25
ELOVL6	79071	4q25
ENPEP	2028	4q25
PITX2	5308	4q25
MIR297	100126354	4q25
C4orf32	132720	4q25
AP1AR	55435	4q25
TIFA	92610	4q25
ALPK1	80216	4q25
NEUROG2	63973	4q25
ZGRF1	55345	4q25
LARP7	51574	4q25
MIR302A	407028	4q25
MIR302B	442894	4q25
MIR302C	442895	4q25
MIR302D	442896	4q25
MIR367	442912	4q25
ANK2	287	4q25
MIR1243	100302188	4q25
MIR8082	102465878	4q25
CAMK2D	817	4q26
ARSJ	79642	4q26
UGT8	7368	4q26
MIR577	693162	4q26
NDST4	64579	4q26
MIR1973	100302290	4q26
TRAM1L1	133022	4q26
LINC01378	103689918	4q26
NDST3	9348	4q26
SNHG8	100093630	4q26
PRSS12	8492	4q26
SNORA24	677809	4q26
CEP170P1	645455	4q26
LOC729218	729218	4q26
LOC101929741	101929741	4q26
METTL14	57721	4q26
SEC24D	9871	4q26
SYNPO2	171024	4q26
MYOZ2	51778	4q26
LOC101929762	101929762	4q26
USP53	54532	4q26
C4orf3	401152	4q26
FABP2	2169	4q26
LINC01061	401149	4q26
GTF2IP12	101926918	4q26
LOC645513	645513	4q26
PDE5A	8654	4q26
LINC01365	101927007	4q26
LOC100996694	100996694	4q27
MAD2L1	4085	4q27
PRDM5	11107	4q27
NDNF	79625	4q27
TNIP3	79931	4q27
QRFPR	84109	4q27
ANXA5	308	4q27
TMEM155	132332	4q27
PP12613	100192379	4q27
EXOSC9	5393	4q27
CCNA2	890	4q27
BBS7	55212	4q27
TRPC3	7222	4q27
KIAA1109	84162	4q27
ADAD1	132612	4q27
IL2	3558	4q27
IL21	59067	4q27
IL21-AS1	100996941	4q27
BBS12	166379	4q27
CETN4P	729338	4q27
FGF2	2247	4q28.1
NUDT6	11162	4q28.1
SPATA5	166378	4q28.1
SPRY1	10252	4q28.1
LINC01091	285419	4q28.1
LOC101927087	101927087	4q28.1
ANKRD50	57182	4q28.1
FAT4	79633	4q28.1
MIR2054	100302267	4q28.1
INTU	27152	4q28.1
SLC25A31	83447	4q28.1
HSPA4L	22824	4q28.1
PLK4	10733	4q28.1
MFSD8	256471	4q28.2
ABHD18	80167	4q28.2
LARP1B	55132	4q28.2
PGRMC2	10424	4q28.2
LOC100507487	100507487	4q28.2
JADE1	79960	4q28.2
SCLT1	132320	4q28.2
C4orf33	132321	4q28.2
LOC101927282	101927282	4q28.2
LOC101927305	101927305	4q28.3
LINC01256	104355285	4q28.3
LOC101927359	101927359	4q28.3
PCDH10	57575	4q28.3
PABPC4L	132430	4q28.3
LINC00613	100507528	4q28.3
LOC729307	729307	4q28.3
PCDH18	54510	4q28.3
LINC00616	641365	4q28.3
SLC7A11-AS1	641364	4q28.3
SLC7A11	23657	4q28.3
LINC00499	100874047	4q28.3
LOC105377448	105377448	4q31.1
NOCT	25819	4q31.1
ELF2	1998	4q31.1
MGARP	84709	4q31.1
NDUFC1	4717	4q31.1
NAA15	80155	4q31.1
RAB33B	83452	4q31.1
SETD7	80854	4q31.1
MGST2	4258	4q31.1
MAML3	55534	4q31.1
SCOC	60592	4q31.1
SCOC-AS1	100129858	4q31.1
CLGN	1047	4q31.1
MGAT4D	152586	4q31.1
ELMOD2	255520	4q31.1
UCP1	7350	4q31.1
TBC1D9	23158	4q31.21
TNRC18P1	644962	4q31.21
RNF150	57484	4q31.21
ZNF330	27309	4q31.21
LOC100507639	100507639	4q31.21
IL15	3600	4q31.21
INPP4B	8821	4q31.21
LOC105377623	105377623	4q31.21
USP38	84640	4q31.21
GAB1	2549	4q31.21
MIR3139	100423017	4q31.21
SMARCA5-AS1	100128055	4q31.21
SMARCA5	8467	4q31.21
GUSBP5	441046	4q31.21
FREM3	166752	4q31.21
LOC105377458	105377458	4q31.21
GYPA	2993	4q31.21
GYPB	2994	4q31.21
GYPE	2996	4q31.21
LOC101927636	101927636	4q31.21
HHIP-AS1	646576	4q31.21
HHIP	64399	4q31.21
ANAPC10	10393	4q31.21
ABCE1	6059	4q31.21
OTUD4	54726	4q31.21
SMAD1	4086	4q31.21
SMAD1-AS2	101927659	4q31.21
SMAD1-AS1	104326058	4q31.21
MMAA	166785	4q31.21
C4orf51	646603	4q31.21
ZNF827	152485	4q31.21
LINC01095	100505545	4q31.22
LSM6	11157	4q31.22
SLC10A7	84068	4q31.22
MIR7849	102465837	4q31.22
POU4F2	5458	4q31.22
TTC29	83894	4q31.22
MIR548G	100313938	4q31.22
EDNRA	1909	4q31.22
TMEM184C	55751	4q31.23
PRMT9	90826	4q31.23
ARHGAP10	79658	4q31.23
MIR4799	100616246	4q31.23
NR3C2	4306	4q31.23
LOC105377480	105377480	4q31.23
LOC101927849	101927849	4q31.23
DCLK2	166614	4q31.23
LRBA	987	4q31.3
MAB21L2	10586	4q31.3
RPS3A	6189	4q31.3
SNORD73A	8944	4q31.3
SH3D19	152503	4q31.3
PRSS48	345062	4q31.3
FAM160A1	729830	4q31.3
GATB	5188	4q31.3
LOC100996286	100996286	4q31.3
FBXW7	55294	4q31.3
DEAR	102191832	4q31.3
MIR3140	100422896	4q31.3
DKFZP434I0714	54553	4q31.3
MIR4453	100616193	4q31.3
TMEM154	201799	4q31.3
TIGD4	201798	4q31.3
ARFIP1	27236	4q31.3
LOC729870	729870	4q31.3
FHDC1	85462	4q31.3
TRIM2	23321	4q31.3
ANXA2P1	303	4q31.3
MND1	84057	4q31.3
KIAA0922	23240	4q31.3
LOC100419170	100419170	4q31.3
TLR2	7097	4q31.3
RNF175	285533	4q31.3
SFRP2	6423	4q31.3
DCHS2	54798	4q31.3
PLRG1	5356	4q31.3
FGB	2244	4q31.3
FGA	2243	4q31.3
FGG	2266	4q32.1
LRAT	9227	4q32.1
RBM46	166863	4q32.1
NPY2R	4887	4q32.1
MAP9	79884	4q32.1
LOC102724776	102724776	4q32.1
GUCY1A3	2982	4q32.1
GUCY1B3	2983	4q32.1
ASIC5	51802	4q32.1
TDO2	6999	4q32.1
CTSO	1519	4q32.1
PDGFC	56034	4q32.1
GLRB	2743	4q32.1
GRIA2	2891	4q32.1
LOC340017	340017	4q32.1
FAM198B	51313	4q32.1
TMEM144	55314	4q32.1
RXFP1	59350	4q32.1
C4orf46	201725	4q32.1
ETFDH	2110	4q32.1
PPID	5481	4q32.1
FNIP2	57600	4q32.1
C4orf45	152940	4q32.1
MIR3688-1	100500881	4q32.1
MIR3688-2	100616303	4q32.1
RAPGEF2	9693	4q32.1
FSTL5	56884	4q32.2
LOC101928052	101928052	4q32.2
MIR4454|chr4	100616234	4q32.2
NAF1	92345	4q32.2
NPY1R	4886	4q32.2
NPY5R	4889	4q32.2
TKTL2	84076	4q32.2
TMA16	55319	4q32.2
MARCH1	55016	4q32.2
ANP32C	23520	4q32.3
APELA	100506013	4q32.3
FAM218A	152756	4q32.3
LINC01207	100505989	4q32.3
TRIM61	391712	4q32.3
TRIM60	166655	4q32.3
TMEM192	201931	4q32.3
KLHL2	11275	4q32.3
GK3P	2713	4q32.3
MSMO1	6307	4q32.3
CPE	1363	4q32.3
MIR578	693163	4q32.3
hsa-mir-1979	-1846	4q32.3
LINC01179	101928151	4q32.3
LOC101928131	101928131	4q32.3
TLL1	7092	4q32.3
SPOCK3	50859	4q32.3
ANXA10	11199	4q32.3
DDX60	55601	4q32.3
DDX60L	91351	4q32.3
PALLD	23022	4q32.3
CBR4	84869	4q32.3
SH3RF1	57630	4q32.3
NEK1	4750	4q33
CLCN3	1182	4q33
HPF1	54969	4q33
LOC100506085	100506085	4q33
MFAP3L	9848	4q33
AADAT	51166	4q33
LINC01612	101928223	4q33
LOC100506107	100506107	4q33
LOC100506122	100506122	4q34.1
MIR6082	102466953	4q34.1
LOC441052	441052	4q34.1
GALNTL6	442117	4q34.1
LOC101928314	101928314	4q34.1
LOC101930370	101930370	4q34.1
GALNT7	51809	4q34.1
MIR548T	100422849	4q34.1
HMGB2	3148	4q34.1
SAP30	8819	4q34.1
SCRG1	11341	4q34.1
HAND2-AS1	79804	4q34.1
HAND2	9464	4q34.1
LOC101928509	101928509	4q34.1
FBXO8	26269	4q34.1
CEP44	80817	4q34.1
MIR4276	100423042	4q34.1
HPGD	3248	4q34.1
GLRA3	8001	4q34.1
LOC101928551	101928551	4q34.1
ADAM29	11086	4q34.1
GPM6A	2823	4q34.2
LOC101928590	101928590	4q34.2
WDR17	116966	4q34.2
SPATA4	132851	4q34.2
ASB5	140458	4q34.2
SPCS3	60559	4q34.2
VEGFC	7424	4q34.3
NEIL3	55247	4q34.3
AGA	175	4q34.3
LINC01098	285501	4q34.3
LINC01099	101928656	4q34.3
LINC00290	728081	4q34.3
LOC90768	90768	4q34.3
MIR1305	100302270	4q34.3
TENM3	55714	4q34.3
DCTD	1635	4q35.1
FAM92A1P2	403315	4q35.1
WWC2-AS1	101928734	4q35.1
WWC2-AS2	152641	4q35.1
WWC2	80014	4q35.1
CLDN22	53842	4q35.1
CLDN24	100132463	4q35.1
CDKN2AIP	55602	4q35.1
LOC389247	389247	4q35.1
ING2	3622	4q35.1
ENPP6	133121	4q35.1
RWDD4	201965	4q35.1
STOX2	56977	4q35.1
TRAPPC11	60684	4q35.1
LOC728175	728175	4q35.1
LOC102723766	102723766	4q35.1
IRF2	3660	4q35.1
LVCAT8	105377586	4q35.1
CASP3	836	4q35.1
CENPU	79682	4q35.1
PRIMPOL	201973	4q35.1
ACSL1	2180	4q35.1
SLED1	643036	4q35.1
CFAP97	57587	4q35.1
HELT	391723	4q35.1
LINC01093	100506229	4q35.1
LRP2BP	55805	4q35.1
MIR3945HG	731424	4q35.1
MIR3945	100500818	4q35.1
MIR4455	100616111	4q35.1
SLC25A4	291	4q35.1
SNX25	83891	4q35.1
ANKRD37	353322	4q35.1
UFSP2	55325	4q35.1
C4orf47	441054	4q35.1
CCDC110	256309	4q35.1
LOC105377590	105377590	4q35.1
PDLIM3	27295	4q35.1
SORBS2	8470	4q35.1
TLR3	7098	4q35.1
FAM149A	25854	4q35.1
FLJ38576	651430	4q35.1
CYP4V2	285440	4q35.1
KLKB1	3818	4q35.2
F11	2160	4q35.2
F11-AS1	285441	4q35.2
MTNR1A	4543	4q35.2
FAT1	2195	4q35.2
LOC339975	339975	4q35.2
LOC100506272	100506272	4q35.2
DBET	100419743	4q35.2
DUX4|chr4	100288687	4q35.2
FRG1	2483	4q35.2
FRG2	448831	4q35.2
LINC01060	401164	4q35.2
LINC01262	101928971	4q35.2
LINC01596	105377617	4q35.2
TRIML1	339976	4q35.2
TRIML2	205860	4q35.2
ZFP42	132625	4q35.2
AHRR	57491	5p15.33
BRD9	65980	5p15.33
CCDC127	133957	5p15.33
CEP72	55722	5p15.33
EXOC3-AS1	116349	5p15.33
EXOC3	11336	5p15.33
HRAT5	102467073	5p15.33
LOC100288152	100288152	5p15.33
LOC100996325	100996325	5p15.33
LRRC14B	389257	5p15.33
MIR4456	100616381	5p15.33
PDCD6	10016	5p15.33
PLEKHG4B	153478	5p15.33
PP7080	25845	5p15.33
SDHA	6389	5p15.33
SLC9A3	6550	5p15.33
TPPP	11076	5p15.33
TRIP13	9319	5p15.33
ZDHHC11	79844	5p15.33
LOC100506688	100506688	5p15.33
NKD2	85409	5p15.33
CTD-3080P12.3	101928857	5p15.33
MIR4635	100616479	5p15.33
SLC12A7	10723	5p15.33
SLC6A18	348932	5p15.33
SLC6A19	340024	5p15.33
TERT	7015	5p15.33
MIR4457	100616235	5p15.33
CLPTM1L	81037	5p15.33
LINC01511	100506791	5p15.33
SLC6A3	6531	5p15.33
IRX4	50805	5p15.33
LOC101929034	101929034	5p15.33
LOC728613	728613	5p15.33
LPCAT1	79888	5p15.33
MIR4277	100422966	5p15.33
MIR6075	102466103	5p15.33
MRPL36	64979	5p15.33
NDUFS6	4726	5p15.33
SDHAP3	728609	5p15.33
CTD-2194D22.4	101929081	5p15.33
LOC100506858	100506858	5p15.33
C5orf38	153571	5p15.33
IRX2	153572	5p15.33
LOC105374620	105374620	5p15.33
LINC01377	102467074	5p15.33
LINC01019	285577	5p15.33
LINC01017	102467075	5p15.33
IRX1	79192	5p15.33
LOC101929153	101929153	5p15.32
LINC01020	340094	5p15.32
LOC105374631	105374631	5p15.32
CTD-2297D10.2	101929176	5p15.32
ADAMTS16	170690	5p15.32
ICE1	23379	5p15.32
FLJ33360	401172	5p15.31
MED10	84246	5p15.31
UBE2QL1	134111	5p15.31
LINC01018	255167	5p15.31
NSUN2	54888	5p15.31
SRD5A1	6715	5p15.31
LOC100505625	100505625	5p15.31
PAPD7	11044	5p15.31
MIR4278	100422999	5p15.31
MIR4454|chr5	100616234	5p15.31
LOC442132	442132	5p15.31
LOC101929261	101929261	5p15.31
ADCY2	108	5p15.31
C5orf49	134121	5p15.31
FASTKD3	79072	5p15.31
MTRR	4552	5p15.31
LOC729506	729506	5p15.31
MIR4458HG	100505738	5p15.31
MIR4458	100616142	5p15.31
LOC101929284	101929284	5p15.31
SEMA5A	9037	5p15.31
MIR4636	100616326	5p15.31
CTD-2201E9.1	101929338	5p15.31
SNHG18	100505806	5p15.31
SNORD123	100113384	5p15.31
TAS2R1	50834	5p15.31
LOC285692	285692	5p15.31
FAM173B	134145	5p15.2
CCT5	22948	5p15.2
CMBL	134147	5p15.2
MARCH6	10299	5p15.2
ROPN1L-AS1	100505845	5p15.2
ROPN1L	83853	5p15.2
MIR6131	102465138	5p15.2
LOC101929412	101929412	5p15.2
LOC389273	389273	5p15.2
ANKRD33B	651746	5p15.2
DAP	1611	5p15.2
CTNND2	1501	5p15.2
LINC01194	404663	5p15.2
DNAH5	1767	5p15.2
TRIO	7204	5p15.2
FAM105A	54491	5p15.2
SNORD141A|chr5	106635683	5p15.2
OTULIN	90268	5p15.2
ANKH	56172	5p15.2
LOC100130744	100130744	5p15.2
MIR4637	100616271	5p15.2
LOC101929454	101929454	5p15.1
CTD-2350J17.1	101929472	5p15.1
FBXL7	23194	5p15.1
MIR887	100126347	5p15.1
MARCH11	441061	5p15.1
LOC101929505	101929505	5p15.1
ZNF622	90441	5p15.1
FAM134B	54463	5p15.1
LOC101929524	101929524	5p15.1
MYO10	4651	5p15.1
LOC285696	285696	5p15.1
BASP1	10409	5p15.1
LOC401177	401177	5p15.1
LOC101929544	101929544	5p15.1
LOC102723526	102723526	5p15.1
LOC646241	646241	5p15.1
CDH18	1016	5p14.3
GUSBP1	728411	5p14.3
CDH12	1010	5p14.3
SNORA105A|chr5	106635539	5p14.3
PMCHL1	5369	5p14.3
PRDM9	56979	5p14.2
C5orf17	439936	5p14.2
CDH10	1008	5p14.2
LOC340107	340107	5p14.1
LOC105374693	105374693	5p14.1
CDH9	1007	5p14.1
LINC01021	643401	5p14.1
LOC105374698	105374698	5p14.1
LSP1P3	729862	5p13.3
LOC101929645	101929645	5p13.3
LOC101929660	101929660	5p13.3
LOC101929681	101929681	5p13.3
LOC105374704	105374704	5p13.3
CDH6	1004	5p13.3
DROSHA	29102	5p13.3
C5orf22	55322	5p13.3
PDZD2	23037	5p13.3
MIR4279	100422874	5p13.3
GOLPH3	64083	5p13.3
MTMR12	54545	5p13.3
ZFR	51663	5p13.3
MIR579	693164	5p13.3
SUB1	10923	5p13.3
NPR3	4883	5p13.3
LOC340113	340113	5p13.3
TARS	6897	5p13.3
ADAMTS12	81792	5p13.3
RXFP3	51289	5p13.2
AMACR	23600	5p13.2
C1QTNF3-AMACR	100534612	5p13.2
C1QTNF3	114899	5p13.2
RAI14	26064	5p13.2
SLC45A2	51151	5p13.2
MIR7641-2|chr5	102465753	5p13.2
TTC23L	153657	5p13.2
RAD1	5810	5p13.2
BRIX1	55299	5p13.2
DNAJC21	134218	5p13.2
AGXT2	64902	5p13.2
PRLR	5618	5p13.2
SPEF2	79925	5p13.2
IL7R	3575	5p13.2
CAPSL	133690	5p13.2
LOC100506406	100506406	5p13.2
UGT3A1	133688	5p13.2
UGT3A2	167127	5p13.2
LMBRD2	92255	5p13.2
MIR580	693165	5p13.2
SKP2	6502	5p13.2
NADK2	133686	5p13.2
RANBP3L	202151	5p13.2
SLC1A3	6507	5p13.2
NIPBL-AS1	646719	5p13.2
NIPBL	25836	5p13.2
C5orf42	65250	5p13.2
LOC105374727	105374727	5p13.2
NUP155	9631	5p13.2
WDR70	55100	5p13.2
GDNF	2668	5p13.2
GDNF-AS1	100861519	5p13.2
LOC105374729	105374729	5p13.2
LOC101929745	101929745	5p13.2
EGFLAM	133584	5p13.2
EGFLAM-AS4	100852408	5p13.2
EGFLAM-AS2	100506475	5p13.2
LIFR	3977	5p13.1
LIFR-AS1	100506495	5p13.1
MIR3650	100500824	5p13.1
OSMR-AS1	101929768	5p13.1
LINC01265	101926904	5p13.1
OSMR	9180	5p13.1
RICTOR	253260	5p13.1
FYB	2533	5p13.1
C9	735	5p13.1
DAB2	1601	5p13.1
LOC101926940	101926940	5p13.1
LINC00603	102467077	5p13.1
PTGER4	5734	5p13.1
TTC33	23548	5p13.1
PRKAA1	5562	5p13.1
LOC100506548	100506548	5p13.1
RPL37	6167	5p13.1
SNORD72	619564	5p13.1
CARD6	84674	5p13.1
C7	730	5p13.1
MROH2B	133558	5p13.1
C6	729	5p13.1
PLCXD3	345557	5p13.1
hsa-mir-1274a	-901	5p13.1
OXCT1	5019	5p13.1
OXCT1-AS1	100874002	5p13.1
C5orf51	285636	5p13.1
FBXO4	26272	5p13.1
LOC101926960	101926960	5p13.1
GHR	2690	5p13.1
CCDC152	100129792	5p12
SEPP1	6414	5p12
FLJ32255	643977	5p12
LOC648987	648987	5p12
ANXA2R	389289	5p12
LOC153684	153684	5p12
LOC100132356	100132356	5p12
LOC100506639	100506639	5p12
