Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Karyotype band
ENSG00000196968	10	73772291	73780251	q22.2
ENSG00000280825	CHR_HSCHR22_1_CTG3	22459289	22459739	
ENSG00000281326	CHR_HSCHR22_1_CTG3	22474747	22475074	
ENSG00000277421	CHR_HSCHR22_1_CTG3	22493526	22518259	
ENSG00000169248	4	76033682	76041415	q21.1
ENSG00000244734	11	5225464	5229395	p15.4
ENSG00000064651	5	128083766	128189688	q23.3
ENSG00000081913	18	62715450	62980433	q21.33
ENSG00000279689	10	73769264	73772862	q22.2
ENSG00000255129	11	113278437	113314437	q23.2
ENSG00000285244	6	36677609	36678559	p21.2
ENSG00000274042	CHR_HSCHR15_5_CTG8	82342783	82349497	
ENSG00000176986	10	73744384	73772161	q22.2
ENSG00000242810	3	151475804	151476174	q25.1
ENSG00000235318	2	201214653	201214950	q33.1
ENSG00000272902	2	101151660	101155412	q11.2
ENSG00000242119	3	151499639	151499806	q25.1
ENSG00000227348	2	201212283	201213081	q33.1
ENSG00000158435	2	101252802	101270316	q11.2
ENSG00000275499	CHR_HSCHR22_1_CTG3	22522841	22529375	
ENSG00000254332	8	69129598	69130345	q13.2
ENSG00000043143	5	134524312	134583230	q31.1
ENSG00000253373	8	69175579	69178189	q13.2
ENSG00000237566	3	5099627	5099861	p26.1
ENSG00000248791	5	14620020	14621313	p15.2
ENSG00000213409	11	66761575	66762399	q13.2
ENSG00000250526	5	14639426	14641018	p15.2
ENSG00000282377	CHR_HSCHR15_5_CTG8	82380817	82395723	
ENSG00000250182	5	14651941	14653329	p15.2
ENSG00000173715	11	66744451	66843328	q13.2
ENSG00000253479	8	69425035	69448244	q13.2
ENSG00000285786	10	48246525	48248512	q11.22
ENSG00000253216	8	69446057	69446260	q13.2
ENSG00000156219	4	76011184	76112802	q21.1
ENSG00000099812	19	751126	764318	p13.3
ENSG00000241313	3	149657020	149661364	q25.1
ENSG00000223947	2	100993676	101002244	q11.2
ENSG00000271046	10	11679675	11680514	p14
ENSG00000271532	2	101068378	101068656	q11.2
ENSG00000232943	20	18220113	18220512	p11.23
ENSG00000256073	21	32393130	32393960	q22.11
ENSG00000261822	15	42567031	42569994	q15.2
ENSG00000266066	17	62136972	62140639	q23.2
ENSG00000161654	17	44034635	44067619	q21.31
ENSG00000258130	16	30204316	30209071	p11.2
ENSG00000266365	17	62231470	62247153	q23.2
ENSG00000261360	5	14661808	14664604	p15.2
ENSG00000137814	15	42548810	42569994	q15.2
ENSG00000134463	10	11742366	11764070	p14
ENSG00000260671	16	87739771	87747706	q24.2
ENSG00000277504	16	87683945	87684477	q24.2
ENSG00000226180	16	87693537	87696147	q24.2
ENSG00000132207	16	30193887	30197561	p11.2
ENSG00000087237	16	56961850	56983845	q13
ENSG00000155876	9	19049395	19050983	p22.1
ENSG00000104731	16	87696485	87765992	q24.2
ENSG00000226734	10	110139214	110139426	q25.2
ENSG00000235144	CHR_HSCHR6_MHC_APD_CTG1	29948716	29950690	
ENSG00000254902	11	70187788	70188509	q13.3
ENSG00000266647	17	62260634	62261936	q23.2
ENSG00000224538	CHR_HSCHR6_MHC_APD_CTG1	29901898	29902760	
ENSG00000237361	13	44400250	44405984	q14.11
ENSG00000251460	4	8066528	8067724	p16.1
ENSG00000164532	7	35202430	35254147	p14.2
ENSG00000232988	CHR_HSCHR6_MHC_APD_CTG1	29890694	29891825	
ENSG00000234831	CHR_HSCHR6_MHC_APD_CTG1	29934229	29935221	
ENSG00000227333	CHR_HSCHR6_MHC_DBB_CTG1	31861940	31879868	
ENSG00000228524	CHR_HSCHR6_MHC_APD_CTG1	29998699	30002072	
ENSG00000080608	9	2720469	2844241	p24.2
ENSG00000267384	17	44645411	44645587	q21.31
ENSG00000266979	17	44646364	44650349	q21.31
ENSG00000235915	CHR_HSCHR6_MHC_APD_CTG1	31653110	31655895	
ENSG00000230358	7	67279778	67286230	q11.21
ENSG00000180340	17	44557459	44559570	q21.31
ENSG00000271222	17	44596346	44597344	q21.31
ENSG00000261777	16	70315640	70346747	q22.1
ENSG00000270797	7	39788967	39789304	p14.1
ENSG00000188185	7	39733632	39793092	p14.1
ENSG00000225727	13	44437057	44464921	q14.11
ENSG00000278887	16	30205418	30206927	p11.2
ENSG00000227968	7	108994031	108995029	q31.1
ENSG00000226220	7	39796593	39797911	p14.1
ENSG00000236203	CHR_HSCHR6_MHC_APD_CTG1	29986556	29987433	
ENSG00000102804	13	44432143	44577147	q14.11
ENSG00000230941	7	109322320	109326315	q31.1
ENSG00000261052	16	30199228	30204310	p11.2
ENSG00000235809	CHR_HSCHR6_MHC_APD_CTG1	29985328	29985724	
ENSG00000278061	CHR_HSCHR4_1_CTG9	68376327	68376509	
ENSG00000278443	CHR_HSCHR6_MHC_APD_CTG1	29852167	29852298	
ENSG00000257403	16	21347139	21352138	p12.2
ENSG00000233964	CHR_HSCHR6_MHC_APD_CTG1	29920543	29923320	
ENSG00000234273	7	109521981	109597166	q31.1
ENSG00000231287	CHR_HSCHR6_MHC_APD_CTG1	29920067	29921057	
ENSG00000228490	CHR_HSCHR6_MHC_APD_CTG1	29881442	29882408	
ENSG00000255587	6	36697810	36733183	p21.2
ENSG00000237251	7	39816549	39868140	p14.1
ENSG00000233225	7	39833571	39834718	p14.1
ENSG00000101306	20	31819308	31834689	q11.21
ENSG00000101654	18	13726660	13764558	p11.21
ENSG00000275865	CHR_HSCHR13_1_CTG1	112360163	112418533	
ENSG00000231198	7	39833286	39833793	p14.1
ENSG00000175741	7	39854494	39855056	p14.1
ENSG00000270133	5	94611906	94618122	q15
ENSG00000249106	4	175790307	175812189	q34.2
ENSG00000158482	16	21376648	21386064	p12.2
ENSG00000185261	5	94152966	94618597	q15
ENSG00000248387	4	158469586	158470702	q32.1
ENSG00000249901	4	158490766	158509908	q32.1
ENSG00000088682	16	57447425	57461275	q21
ENSG00000204618	6	30070266	30075887	p22.1
ENSG00000164900	7	151148589	151174745	q36.1
ENSG00000237109	13	78761175	78761651	q31.1
ENSG00000224929	CHR_HSCHR6_MHC_QBL_CTG1	33059973	33072108	
ENSG00000171509	4	158315311	158653372	q32.1
ENSG00000280002	12	130988312	130990028	q24.33
ENSG00000256151	12	130990138	130993976	q24.33
ENSG00000172053	3	49095932	49105135	p21.31
ENSG00000110955	12	56638175	56646068	q13.3
ENSG00000273434	12	48417150	48417337	q13.11
ENSG00000261730	6	1383790	1385066	p25.3
ENSG00000258586	14	73822559	73830135	q24.3
ENSG00000231028	6	135497801	135716055	q23.3
ENSG00000268729	19	55312029	55312495	q13.42
ENSG00000282164	8	140094894	140100543	q24.3
ENSG00000231564	1	179201705	179201926	q25.2
ENSG00000204687	6	29486697	29487956	p22.1
ENSG00000230164	6	29475025	29476071	p22.1
ENSG00000183576	14	99397746	99480889	q32.2
ENSG00000135108	12	117141988	117190531	q24.22
ENSG00000115596	2	218859821	218874233	q35
ENSG00000211887	14	22544071	22544136	q11.2
ENSG00000277840	12	117002463	117003152	q24.22
ENSG00000231812	7	97885868	97886074	q21.3
ENSG00000229466	10	105808775	105819197	q25.1
ENSG00000279103	19	44246478	44248374	q13.31
ENSG00000237922	1	236285976	236286960	q42.3
ENSG00000211881	14	22536145	22536204	q11.2
ENSG00000124205	20	59300427	59325992	q13.32
ENSG00000162728	1	160081570	160090563	q23.2
ENSG00000278239	19	41833686	41835950	q13.2
ENSG00000211875	14	22530327	22530378	q11.2
ENSG00000275898	12	116580974	116583672	q24.22
ENSG00000258249	12	116599270	116603585	q24.22
ENSG00000060709	12	130396137	130716281	q24.33
ENSG00000270679	19	44290081	44290911	q13.31
ENSG00000169230	5	177303774	177306959	q35.3
ENSG00000216853	6	94446740	94447179	q16.1
ENSG00000279026	14	73580694	73582918	q24.3
ENSG00000271697	14	67735195	67735350	q24.1
ENSG00000135951	2	98997261	99154964	q11.2
ENSG00000279643	CHR_HSCHR3_1_CTG1	11817080	11846919	
ENSG00000187185	16	57798186	57816946	q21
ENSG00000279991	16	78166717	78168514	q23.1
ENSG00000228612	X	80571871	80574607	q21.1
ENSG00000181234	12	128267403	128707915	q24.32
ENSG00000256643	12	128023788	128027166	q24.32
ENSG00000278661	14	22503750	22503814	q11.2
ENSG00000152475	19	58367618	58381060	q13.43
ENSG00000255757	12	127876999	127877516	q24.32
ENSG00000234084	6	135301568	135307158	q23.3
ENSG00000257576	12	56511002	56512703	q13.3
ENSG00000257726	12	115363012	115364745	q24.21
ENSG00000256286	12	126874821	126876232	q24.32
ENSG00000214359	13	50099331	50099868	q14.2
ENSG00000276308	12	115318657	115320405	q24.21
ENSG00000179580	16	1966823	1968975	p13.3
ENSG00000274270	13	50125816	50128463	q14.2
ENSG00000257519	12	115263170	115270596	q24.21
ENSG00000243280	4	112171215	112171527	q25
ENSG00000092295	14	24249114	24264432	q12
ENSG00000101160	20	58995185	59007247	q13.32
ENSG00000214160	3	184242301	184249548	q27.1
ENSG00000125352	X	119870475	119871827	q24
ENSG00000116761	1	70411218	70439851	p31.1
ENSG00000255198	16	1964959	1965509	p13.3
ENSG00000285053	1	235328570	235448952	q42.3
ENSG00000213088	1	159203307	159206500	q23.2
ENSG00000236863	1	235295865	235296335	q42.3
ENSG00000256125	12	126458462	126458792	q24.32
ENSG00000277144	15	59115547	59116089	q22.2
ENSG00000215198	9	35147410	35149184	p13.3
ENSG00000255595	12	126191151	126434227	q24.32
ENSG00000125337	6	167996241	168045089	q27
ENSG00000186047	13	50711008	50843939	q14.3
ENSG00000122642	7	32957404	33006931	p14.3
ENSG00000230026	1	235361153	235362540	q42.3
ENSG00000163568	1	159062484	159147096	q23.2
ENSG00000085644	16	3129777	3142805	p13.3
ENSG00000258979	14	96738021	96790637	q32.2
ENSG00000235005	1	109884176	109886264	p13.3
ENSG00000285528	12	56449700	56488170	q13.3
ENSG00000228420	1	109828355	109871436	p13.3
ENSG00000224927	1	109810642	109810998	p13.3
ENSG00000105171	19	29604017	29617237	q12
ENSG00000284848	12	126095992	126177632	q24.32
ENSG00000280272	12	126141952	126142377	q24.32
ENSG00000271184	12	125900421	125901483	q24.32
ENSG00000171989	15	59206823	59208515	q22.2
ENSG00000140379	15	79960889	79971446	q25.1
ENSG00000264515	19	29287011	29525752	q12
ENSG00000267574	19	29448038	29448380	q12
ENSG00000106683	7	74082933	74122525	q11.23
ENSG00000285427	6	159760258	159762332	q25.3
ENSG00000258702	14	96592733	96595763	q32.2
ENSG00000219387	6	92887251	92888581	q16.1
ENSG00000220908	6	92723003	92723829	q16.1
ENSG00000228988	1	70218589	70221023	p31.1
ENSG00000261038	6	92387841	92388827	q15
ENSG00000173726	1	235109336	235128936	q42.3
ENSG00000273416	1	235104180	235104609	q42.3
ENSG00000224311	1	27229106	27234352	p36.11
ENSG00000233018	1	235097187	235097412	q42.3
ENSG00000239457	CHR_HSCHR6_MHC_SSTO_CTG1	32903640	32907925	
ENSG00000225990	1	27211265	27211484	p36.11
ENSG00000258082	1	234979647	234980804	q42.3
ENSG00000114956	2	73926826	73958961	p13.1
ENSG00000267339	19	28965131	28970874	q12
ENSG00000238005	1	234957342	234970062	q42.3
ENSG00000249865	5	7367929	7373074	p15.31
ENSG00000279261	1	234757619	234760056	q42.3
ENSG00000249638	5	7362979	7364531	p15.31
ENSG00000250668	5	7346986	7347977	p15.31
ENSG00000250011	2	230515023	230515638	q37.1
ENSG00000183022	2	230573167	230573809	q37.1
ENSG00000226403	9	547317	549531	p24.3
ENSG00000110697	11	67491768	67506263	q13.2
ENSG00000282097	1	234709383	234720220	q42.3
ENSG00000228044	1	234646289	234683176	q42.3
ENSG00000146457	6	159725585	159756319	q25.3
ENSG00000224939	1	234629311	234634780	q42.3
ENSG00000251666	5	177051714	177052963	q35.2
ENSG00000137392	6	35794982	35797344	p21.31
ENSG00000104626	8	9002147	9116746	p23.1
ENSG00000143207	1	175944831	176207493	q25.2
ENSG00000231768	1	234527891	234531779	q42.2
ENSG00000228686	1	176017277	176018760	q25.1
ENSG00000204140	6	35781017	35793675	p21.31
ENSG00000219867	6	91815843	91816428	q15
ENSG00000250483	8	15806149	15807283	p22
ENSG00000106484	7	130486171	130506465	q32.2
ENSG00000224573	7	32951426	32951656	p14.3
ENSG00000270953	7	130507660	130508282	q32.2
ENSG00000227740	1	175904762	175920513	q25.1
ENSG00000205763	7	32916815	32943176	p14.3
ENSG00000205730	16	19113932	19121629	p12.3
ENSG00000224551	7	97135015	97135561	q21.3
ENSG00000273367	1	234372186	234372811	q42.2
ENSG00000196636	7	97116590	97181763	q21.3
ENSG00000168275	1	234373456	234384049	q42.2
ENSG00000231663	1	234372807	234373593	q42.2
ENSG00000256093	12	125056359	125056581	q24.31
ENSG00000116147	1	175315194	175743770	q25.1
ENSG00000072042	14	67676801	67695814	q24.1
ENSG00000235605	1	234356704	234357141	q42.2
ENSG00000107104	9	470291	746106	p24.3
ENSG00000280634	12	125025434	125027410	q24.31
ENSG00000183784	9	212824	215893	p24.3
ENSG00000228115	9	487774	495610	p24.3
ENSG00000081181	14	67619798	67651720	q24.1
ENSG00000233332	1	234212606	234215088	q42.2
ENSG00000233946	1	175297080	175297240	q25.1
ENSG00000232166	1	234284972	234285541	q42.2
ENSG00000236101	1	234026851	234027227	q42.2
ENSG00000235432	1	20692734	20694013	p36.12
ENSG00000158623	7	130506238	130668748	q32.2
ENSG00000256913	12	6477714	6480207	p13.31
ENSG00000103528	16	19167971	19268334	p12.3
ENSG00000100568	14	67647075	67674831	q24.1
ENSG00000261759	16	19119976	19121629	p12.3
ENSG00000196748	6	35776594	35779552	p21.31
ENSG00000258466	14	67659820	67690367	q24.1
ENSG00000249446	14	22476306	22476362	q11.2
ENSG00000259042	14	22417836	22418657	q11.2
ENSG00000125351	X	119805311	119852998	q24
ENSG00000111602	12	56416373	56449403	q13.3
ENSG00000270075	10	104312141	104313881	q25.1
ENSG00000120332	1	175067858	175148066	q25.1
ENSG00000245317	5	179859013	179861283	q35.3
ENSG00000251002	14	22380680	22482959	q11.2
ENSG00000228985	14	22449113	22449125	q11.2
ENSG00000211833	14	22477707	22477769	q11.2
ENSG00000211828	14	22459098	22459156	q11.2
ENSG00000250688	14	22481697	22481753	q11.2
ENSG00000181101	1	175044626	175045648	q25.1
ENSG00000211827	14	22456689	22456742	q11.2
ENSG00000259648	14	67614929	67616626	q24.1
ENSG00000211836	14	22482287	22482346	q11.2
ENSG00000261229	15	79843547	79844304	q25.1
ENSG00000118785	4	87975650	87983426	q22.1
ENSG00000278600	15	79920195	79922455	q25.1
ENSG00000223997	14	22438547	22438554	q11.2
ENSG00000259099	12	56380361	56382711	q13.3
ENSG00000230487	7	1570073	1589626	p22.3
ENSG00000158483	11	71787510	71801236	q13.4
ENSG00000135299	6	89433170	89633834	q15
ENSG00000231170	7	95596682	95613719	q21.3
ENSG00000159527	1	153297862	153310718	q21.3
ENSG00000251185	4	75269068	75361182	q21.1
ENSG00000237027	6	89560875	89567044	q15
ENSG00000234553	5	56536583	56537826	q11.2
ENSG00000203782	1	153259700	153262122	q21.3
ENSG00000109270	4	99878336	99894490	q23
ENSG00000248646	4	75361207	75434449	q21.1
ENSG00000251454	4	75341279	75359024	q21.1
ENSG00000234079	CHR_HSCHR6_MHC_DBB_CTG1	31191499	31197704	
ENSG00000275206	17	18390153	18390323	p11.2
ENSG00000203785	1	153093135	153106184	q21.3
ENSG00000164106	4	173384701	173406380	q34.1
ENSG00000270865	8	37983070	37983373	p11.23
ENSG00000283743	X	47605233	47623509	p11.23
ENSG00000197982	1	37806979	37809454	p34.3
ENSG00000128973	15	68206992	68257211	q23
ENSG00000239439	3	112030931	112031649	q13.2
ENSG00000260602	15	68254549	68254939	q23
ENSG00000100211	22	38656636	38673854	q13.1
ENSG00000250056	5	6582136	6588499	p15.31
ENSG00000180998	14	52553148	52637713	q22.1
ENSG00000078061	X	47561100	47571920	p11.3
ENSG00000175535	10	116545931	116567855	q25.3
ENSG00000254330	8	64703774	64734459	q12.3
ENSG00000256504	12	27704568	27708365	p11.22
ENSG00000100429	22	50245183	50251405	q13.33
ENSG00000276261	12	27700066	27700574	p11.22
ENSG00000172817	8	64587763	64798761	q12.3
ENSG00000272870	4	173363780	173370446	q34.1
ENSG00000167671	19	4444999	4457822	p13.3
ENSG00000271299	19	41073804	41074107	q13.2
ENSG00000268101	19	41050449	41062444	q13.2
ENSG00000250909	5	176347941	176353584	q35.2
ENSG00000085185	X	129981107	130058083	q26.1
ENSG00000206305	CHR_HSCHR6_MHC_QBL_CTG1	32570792	32577071	
ENSG00000112655	6	43076268	43161719	p21.1
ENSG00000167670	19	4402662	4445018	p13.3
ENSG00000236947	1	156446412	156456577	q22
ENSG00000022556	19	54953130	55001142	q13.42
ENSG00000285933	11	71745331	71747051	q13.4
ENSG00000168477	6	32041153	32115334	p21.32
ENSG00000183023	2	40097270	40611053	p22.1
ENSG00000254972	11	71701268	71705404	q13.4
ENSG00000163216	1	153039725	153041931	q21.3
ENSG00000152766	10	88822132	88851818	q23.31
ENSG00000234262	1	153023962	153024260	q21.3
ENSG00000163209	1	153001747	153003856	q21.3
ENSG00000285880	8	37934340	37965953	p11.23
ENSG00000187900	3	98238352	98239281	q11.2
ENSG00000173239	10	88802730	88820546	q23.31
ENSG00000206536	3	98390666	98391631	q11.2
ENSG00000230301	3	98263252	98265356	q11.2
ENSG00000175318	15	72159807	72197785	q23
ENSG00000251088	3	98233651	98457898	q11.2
ENSG00000224308	1	152930040	152949210	q21.3
ENSG00000284625	11	71639551	71639769	q13.4
ENSG00000171711	8	7894629	7896711	p23.1
ENSG00000270479	19	23123188	23124088	p12
ENSG00000239557	3	52373652	52374882	p21.1
ENSG00000163206	1	152878317	152885047	q21.3
ENSG00000249321	3	98197211	98198138	q11.2
ENSG00000267920	19	23126569	23127792	p12
ENSG00000233412	3	98166696	98169774	q11.2
ENSG00000285946	1	152859996	152860985	q21.3
ENSG00000215218	5	6448623	6494909	p15.31
ENSG00000115350	2	74958492	74970128	p12
ENSG00000235942	1	152842868	152843983	q21.3
ENSG00000186844	1	152827473	152827894	q21.3
ENSG00000180828	8	64580367	64583628	q12.3
ENSG00000270986	15	58672296	58672933	q21.3
ENSG00000254102	8	64574306	64581888	q12.3
ENSG00000235434	1	19814367	19819502	p36.13
ENSG00000282100	15	58691106	58693125	q21.3
ENSG00000261615	19	23046958	23061752	p12
ENSG00000204792	2	74918148	74938418	p12
ENSG00000178828	1	19814029	19815278	p36.13
ENSG00000261558	19	23015075	23023697	p12
ENSG00000259250	15	58587507	58591676	q21.3
ENSG00000004799	7	95583499	95596491	q21.3
ENSG00000260063	1	26692132	26694131	p36.11
ENSG00000157999	7	6031376	6036386	p22.1
ENSG00000268266	19	57477649	57482996	q13.43
ENSG00000145626	5	35951010	36001028	p13.2
ENSG00000203786	1	152759561	152762052	q21.3
ENSG00000233819	1	152744299	152744606	q21.3
ENSG00000229713	1	152737518	152737868	q21.3
ENSG00000163125	1	150363091	150476566	q21.2
ENSG00000250490	5	6310441	6339884	p15.31
ENSG00000187170	1	152708160	152709491	q21.3
ENSG00000258323	12	112063909	112065755	q24.13
ENSG00000279630	12	109020833	109021240	q24.11
ENSG00000005981	7	95478444	95540232	q21.3
ENSG00000264177	17	18379855	18388984	p11.2
ENSG00000086232	7	6022244	6059230	p22.1
ENSG00000258490	14	66969038	66969816	q23.3
ENSG00000272033	1	167379108	167381000	q24.2
ENSG00000114841	3	52316319	52400491	p21.1
ENSG00000132677	1	156369212	156385219	q22
ENSG00000206306	CHR_HSCHR6_MHC_QBL_CTG1	32513411	32544028	
ENSG00000280960	CHR_HSCHR8_3_CTG1	7583982	7584892	
ENSG00000254208	8	85177522	85178150	q21.2
ENSG00000150347	10	61901300	62096944	q21.2
ENSG00000272205	1	167219831	167220512	q24.2
ENSG00000134243	1	109309568	109397951	p13.3
ENSG00000231605	1	167175917	167195792	q24.1
ENSG00000116771	1	15572353	15585110	p36.21
ENSG00000196553	14	66411704	66498677	q23.3
ENSG00000234404	X	77374212	77381319	q21.1
ENSG00000280057	6	166388136	166389920	q27
ENSG00000251411	4	86913266	86914817	q21.3
ENSG00000227907	1	167052551	167058542	q24.1
ENSG00000253257	8	13353401	13353530	p22
ENSG00000230425	10	42725857	42737159	q11.21
ENSG00000013725	11	60971680	61020377	q12.2
ENSG00000183527	21	39174769	39183851	q22.2
ENSG00000060762	6	166364919	166383013	q27
ENSG00000255415	11	71629045	71629421	q13.4
ENSG00000163633	4	86876205	86892422	q21.3
ENSG00000277589	17	36998598	37000034	q12
ENSG00000278638	17	37045462	37052775	q12
ENSG00000117360	1	150321476	150353195	q21.2
ENSG00000176731	8	85214076	85220421	q21.2
ENSG00000186272	19	57411163	57421939	q13.43
ENSG00000223422	Y	7678899	7681028	p11.2
ENSG00000238073	Y	7671743	7676024	p11.2
ENSG00000095110	11	114521645	114559895	q23.2
ENSG00000196366	9	136483495	136486067	q34.3
ENSG00000171723	14	66507407	67181803	q23.3
ENSG00000152433	19	57363477	57379565	q13.43
ENSG00000280870	X	76657798	77014532	q21.1
ENSG00000258561	14	66212810	66509394	q23.3
ENSG00000011021	1	11806096	11848079	p36.22
ENSG00000250356	4	74917822	74918138	q13.3
ENSG00000249829	5	79191549	79191747	q14.1
ENSG00000253209	14	106666092	106666532	q32.33
ENSG00000223648	14	106657725	106658258	q32.33
ENSG00000172725	11	67435510	67443821	q13.2
ENSG00000220960	6	89059628	89060109	q15
ENSG00000283559	5	176143450	176156989	q35.2
ENSG00000226882	CHR_HSCHR6_MHC_SSTO_CTG1	30533598	30549394	
ENSG00000233082	7	1267353	1269267	p22.3
ENSG00000233837	10	42566677	42567483	q11.21
ENSG00000278619	17	36601572	36608971	q12
ENSG00000236745	9	96954820	96955461	q22.33
ENSG00000171570	19	40778242	40808418	q13.2
ENSG00000119559	19	1461143	1479556	p13.3
ENSG00000267317	19	1457670	1458580	p13.3
ENSG00000228548	1	226668897	226676345	q42.12
ENSG00000105851	7	106865278	106907145	q22.3
ENSG00000174473	4	171812254	173041559	q34.1
ENSG00000240441	12	107719599	107720133	q23.3
ENSG00000081386	9	96755865	96778129	q22.33
ENSG00000214022	7	150368189	150374044	q36.1
ENSG00000221843	2	27537386	27582721	p23.3
ENSG00000185904	10	42475543	42495336	q11.21
ENSG00000109534	4	109815510	109824740	q25
ENSG00000132326	2	238244038	238290102	q37.3
ENSG00000248872	4	171040602	171059163	q34.1
ENSG00000007392	16	188969	229463	p13.3
ENSG00000204702	6	29099657	29102701	p22.1
ENSG00000251061	4	170343089	170372311	q33
ENSG00000270625	X	119222564	119223245	q24
ENSG00000112333	6	108166058	108188809	q21
ENSG00000285687	8	7571995	7575006	p23.1
ENSG00000285975	8	7556700	7559712	p23.1
ENSG00000226348	16	77220406	77221258	q23.1
ENSG00000225437	6	163042557	163054161	q26
ENSG00000285927	8	7544676	7545300	p23.1
ENSG00000259838	15	41557027	41557435	q15.1
ENSG00000250266	4	170273919	170283079	q33
ENSG00000105085	19	16574907	16629062	p13.11
ENSG00000259512	15	67627852	67629135	q23
ENSG00000121671	11	45847118	45883248	p11.2
ENSG00000184445	12	122527246	122626396	q24.31
ENSG00000277790	15	58456188	58456348	q21.3
ENSG00000237865	CHR_HSCHR6_MHC_SSTO_CTG1	30458704	30460073	
